nctId,briefTitle,overallStatus,startDate,firstPosted,completionDate,studyType,phases,enrollment,leadSponsor,sponsorClass,conditions,nLocations,countries
NCT06397261,LarynGuide™ Assisted Tracheal Intubation,COMPLETED,2024-06-03,2024-05-02,2025-05-08,OBSERVATIONAL,,110,"Insel Gruppe AG, University Hospital Bern",OTHER,Intubation,1,Switzerland
NCT06877988,"Artificial Intelligence (AI) - Assisted Visual Impairment Screening Model: Community-based Implementation and Evaluation of Performance, Feasibility and Costs.",ACTIVE_NOT_RECRUITING,2024-06-27,2025-03-14,2026-03-31,INTERVENTIONAL,NA,400,Singapore Eye Research Institute,OTHER,Visual Impairment,1,Singapore
NCT06632886,AI-Assisted Non-Contrast CT for Multi-Cancer Screening,RECRUITING,2024-10-07,2024-10-09,2027-10-07,INTERVENTIONAL,NA,1000000,Guo ShiWei,OTHER,"Lung Cancers | Liver Cancer | Gastric Cancers | Colorectal, Cancer | Esophageal Cancer | Pancreatic Cancer | Breast Cancer",1,China
NCT07288229,The Benefits of Wearable AI in Post-Discharge Management of AMI Patients,NOT_YET_RECRUITING,2025-12-30,2025-12-17,2026-12-30,INTERVENTIONAL,NA,200,RenJi Hospital,OTHER,Acute Myocardial Infarction | Heart Failure,0,
NCT04757194,Machine Learning Assisted Differentiation of Low Acuity Patients at Dispatch,COMPLETED,2021-02-01,2021-02-17,2024-11-30,INTERVENTIONAL,NA,2499,Uppsala University Hospital,OTHER,Emergencies,2,Sweden
NCT07057466,Prospective Evaluation of AI-ECG for SHD Detection,RECRUITING,2025-11-04,2025-07-09,2027-08-02,OBSERVATIONAL,,590,Imperial College London,OTHER,Valvular Heart Disease Stenosis and Regurgitation (Diagnosis) | Pulmonary Hypertension (Diagnosis) | Heart Failure With Reduced Ejection Fraction (HFrEF; Diagnosis) | Heart Failure With Preserved Ejec,5,United Kingdom
NCT05731154,Development of an AI Solution to Evaluate Clinical Activity of TAO Using Periocular Images Taken by Smartphones in Patients With Thyroid Dysfunction,COMPLETED,2021-12-22,2023-02-16,2022-07-25,OBSERVATIONAL,,100,Seoul National University Bundang Hospital,OTHER,Thyroid Eye Disease,1,South Korea
NCT05537922,"I3LUNG: Integrative Science, Intelligent Data Platform for Individualized LUNG Cancer Care With Immunotherapy",RECRUITING,2022-10-01,2022-09-13,2027-10-01,OBSERVATIONAL,,2200,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",OTHER,"Non Small Cell Lung Cancer | Lung Cancer Metastatic | Lung Cancer, Nonsmall Cell | Lung Adenocarcinoma",4,Greece | Israel | Spain | United States
NCT06464575,Comparison of Vocal Biomarkers for Depression and Anxiety to Formal Clinical Assessments,UNKNOWN,2024-01-12,2024-06-18,2024-06,OBSERVATIONAL,,540,Ellipsis Health,INDUSTRY,Depression/Anxiety,1,United States
NCT05461729,TIMELY-PrädiktoR Prospective Study,RECRUITING,2021-06-01,2022-07-18,2029-08-31,OBSERVATIONAL,,1200,Dr. Boris Schmitz,OTHER,Coronary Artery Disease,1,Germany
NCT04856618,Machine Learning-Based Prediction of Major Perioperative Allogeneic Blood Requirements in Cardiac Surgery,COMPLETED,2021-06-16,2021-04-23,2022-07-20,OBSERVATIONAL,,3782,Kepler University Hospital,OTHER,Transfusion-dependent Anemia,1,Austria
NCT07470827,Evaluation of 'WAYMED Endo CL CS' for Automated Detection and Diagnosis of Colorectal Adenoma and Non-Adenoma Lesions,ACTIVE_NOT_RECRUITING,2024-09-01,2026-03-13,2026-12-01,OBSERVATIONAL,,1178,WAYCEN Inc,INDUSTRY,Colorectal Adenoma | Sessile Serrated Lesion | Hyperplastic Polyp | Carcinoma | Adenoma | Non-Adenoma,1,South Korea
NCT06877182,Novel Neuroradiological Workflow for the Assisted DIAgnosis and Management of DEMentia with Artificial Intelligence,ACTIVE_NOT_RECRUITING,2024-08-30,2025-03-14,2027-08-31,OBSERVATIONAL,,80000,IRCCS SYNLAB SDN,OTHER,Alzheimer Disease | Dementia,1,Italy
NCT05813080,Computer-assisted Risk Evaluation in the Early Detection of Psychotic Disorders,COMPLETED,2023-05-01,2023-04-14,2025-12-16,INTERVENTIONAL,NA,260,"Heinrich-Heine University, Duesseldorf",OTHER,Psychotic Disorders | Prevention,21,Germany
NCT07740070,Cognitive Processing of Natural Sequences in Humans and Artificial Intelligence (AI),NOT_YET_RECRUITING,2026-09,2026-07-31,2033-11,OBSERVATIONAL,,700,Institut Pasteur,INDUSTRY,Hearing Disorders and Deafness,0,
NCT06463860,Multi-Center Study to Evaluate the Performance of DermDx for Primary Care Physicians in the Detection of Skin Cancers,COMPLETED,2024-06-12,2024-06-18,2024-11-27,OBSERVATIONAL,,81,MetaOptima Technology Inc.,INDUSTRY,Skin Cancer,1,United States
NCT07102420,Artificial Intelligence Anxiety Within Different Physical Activity Profiles,COMPLETED,2025-08-20,2025-08-03,2025-10-20,OBSERVATIONAL,,663,KTO Karatay University,OTHER,Athletes | Sedanter,1,Turkey (Türkiye)
NCT04937959,Amyloid Prediction in Early Stage Alzheimer's Disease Through Speech Phenotyping - PAST Extension,UNKNOWN,2021-01-22,2021-06-24,2022-08-30,OBSERVATIONAL,,40,Novoic Limited,INDUSTRY,Alzheimer Disease | Alzheimer's Disease (Incl Subtypes) | Preclinical Alzheimer's Disease | Prodromal Alzheimer's Disease | Mild Cognitive Impairment | Normal Cognition,1,United States
NCT06235788,Effect of Intelligent Tutor Induced Pausing on Learning Simulated Surgical Skills,UNKNOWN,2024-01-30,2024-02-01,2024-09,INTERVENTIONAL,NA,129,McGill University,OTHER,Surgical Education,1,Canada
NCT07510425,Artificial Intelligence vs. Automated Messaging for Continuous Regional Analgesia Follow-up,NOT_YET_RECRUITING,2026-04-01,2026-04-03,2027-07-01,INTERVENTIONAL,NA,166,Pontificia Universidad Catolica de Chile,OTHER,"Anesthesia | Anesthesia , Analgesia | Regional Anesthesia | Regional Anesthesia Success",1,Chile
NCT04909710,Feasibility of Mobile Game System for Potential Treatment of Developmental Delays,WITHDRAWN,2021-07-15,2021-06-02,2026-02-28,INTERVENTIONAL,NA,0,Stanford University,OTHER,Autism Spectrum Disorder | Autism,1,United States
NCT07553559,Evaluating an Artificial Intelligence-Based Diagnostic Support Tool for Older Adults in Primary Care,NOT_YET_RECRUITING,2026-08,2026-04-28,2026-11,INTERVENTIONAL,NA,40,University of Pennsylvania,OTHER,Diagnostic Support,1,United States
NCT05815017,YOOMI: Effect of Gamified Physical Therapy Exercise Software on Inpatient Mobility,COMPLETED,2023-11-29,2023-04-18,2025-02-01,INTERVENTIONAL,NA,30,"Rutgers, The State University of New Jersey",OTHER,"Weakness, Muscle | Delirium in Old Age | Muscle Atrophy or Weakness | Muscle Loss | Hospital Acquired Condition | Physical Disability | Physical Inactivity",1,United States
NCT07573540,Optimizing Smart Technology for Addiction Recovery,RECRUITING,2025-09-24,2026-05-07,2029-07-31,INTERVENTIONAL,NA,416,"University of Wisconsin, Madison",OTHER,Alcohol Use Disorder | Alcohol Use Disorder (AUD),1,United States
NCT06235190,Assessment of the Safety and Efficacy of the Felix NeuroAI Wristband in Essential Tremor,COMPLETED,2024-02-27,2024-01-31,2025-11-06,INTERVENTIONAL,NA,125,Fasikl Inc.,INDUSTRY,Essential Tremor,12,China | United States
NCT06939803,AI-driven Clinical Decision Support to Reduce Hospital-Acquired Venous Thromboembolism: Study Protocol for the VTE-AI Randomized Trial.,RECRUITING,2025-12-17,2025-04-23,2027-03-31,INTERVENTIONAL,NA,2236,Vanderbilt University Medical Center,OTHER,Venothromboembolism,1,United States
NCT06468332,"Artificial Intelligence-based Platform, Integrating Pathologic, Imaging and Molecular Profiles of Prostate Cancer",RECRUITING,2024-10-30,2024-06-21,2030-12,OBSERVATIONAL,,400,Azienda Ospedaliero Universitaria Maggiore della Carita,OTHER,Prostate Cancer,1,Italy
NCT05194787,TAS Test: Online Motor-cognitive Tests for Early Detection of Alzheimer's Disease,RECRUITING,2021-03-05,2022-01-18,2030-12,OBSERVATIONAL,,3000,University of Tasmania,OTHER,Alzheimer Disease | Dementia | Age-related Cognitive Decline,1,Australia
NCT06065917,Total Small Bowel Length Measurement Using Computed Tomography and Magnetic Resonance Imaging in Obese Patients,UNKNOWN,2024-01-02,2023-10-04,2026-02,INTERVENTIONAL,NA,195,University of Roma La Sapienza,OTHER,Obesity | Bariatric Surgery Candidate,1,Italy
NCT03712059,National Colorectal Polyp Care,COMPLETED,2018-11-01,2018-10-19,2020-09-30,OBSERVATIONAL,,12000,Changhai Hospital,OTHER,Colorectal Polyp,1,China
NCT02330679,Prediction of Antidepressant Treatment Response Using Machine Learning Classification Analysis,UNKNOWN,2014-12,2015-01-05,2016-12,INTERVENTIONAL,PHASE4,61,University of Calgary,OTHER,Major Depressive Disorder,2,Canada
NCT06017089,The Pediatric Artificial Pancreas Automated Initialization Trial,COMPLETED,2023-11-10,2023-08-30,2024-06-17,INTERVENTIONAL,NA,33,Marc Breton,OTHER,Type 1 Diabetes,3,United States
NCT06758297,Effect of Artificial Intelligence-Assisted Motivational Talk on Patients' Fear of Movement and Mobility Level After Knee Replacement,RECRUITING,2024-12-30,2025-01-03,2025-06-30,INTERVENTIONAL,NA,76,Kocaeli University,OTHER,"Knee Arthroplasty, Total",1,Turkey (Türkiye)
NCT07013110,An Artificial Intelligence-powered Approach to Precision Immunotherapy of Human Arthritis,RECRUITING,2025-06-18,2025-06-10,2028-11,INTERVENTIONAL,PHASE2,124,Prof Salvatore Albani,OTHER,Rheumatoid Arthritis (RA) | Rheumatology,1,Singapore
NCT06356623,A Risk Prediction Model of Postoperative Nausea and Vomiting in Patients With Liver Cancer,UNKNOWN,2024-05-05,2024-04-10,2024-08-06,OBSERVATIONAL,,476,Shanghai Zhongshan Hospital,OTHER,"Nausea and Vomiting, Postoperative | Liver Cancer",0,
NCT07541989,Pulsed-Field Ablation With/Without Electrogram Mapping,ACTIVE_NOT_RECRUITING,2024-09-30,2026-04-21,2028-06-01,INTERVENTIONAL,NA,300,Xu Liu,OTHER,Non-paroxysmal Atrial Fibrillation,10,China | United States
NCT07393568,The Influence of Patient Use of Artificial Intelligence on Doctor-Patient Interaction and Clinical Outcomes in Endometriosis Consultations,NOT_YET_RECRUITING,2026-02-01,2026-02-06,2027-01-01,OBSERVATIONAL,,94,Hadassah Medical Organization,OTHER,Endometriosis,0,
NCT05623280,Artificial Intelligence Analysis of Fluorescence Image to Intraoperatively Detect Metastatic Sentinel Lymph Node.,UNKNOWN,2021-11-01,2022-11-21,2024-12-01,OBSERVATIONAL,,40,Xiang'an Hospital of Xiamen University,OTHER,Breast Cancer | Sentinel Lymph Node,1,China
NCT07794449,"A Multicenter, Prospective Study on the Diagnostic Efficacy of Femtosecond Laser Label-Free Imaging Combined With Artificial Intelligence-Assisted Diagnosis for Rapid Diagnosis of Lung Cancer Surgical Specimens",NOT_YET_RECRUITING,2026-09-01,2026-08-31,2028-08-31,OBSERVATIONAL,,335,Shanghai Zhongshan Hospital,OTHER,Lung Cancer (Diagnosis),0,
NCT07508826,AI-assisted Endotracheal Intubation,COMPLETED,2026-05-01,2026-04-02,2026-07-20,INTERVENTIONAL,NA,80,The Hospital for Sick Children,OTHER,Intubation Performance Using AI Versus Conventional Videolaryngoscope in a Mannikin,1,Canada
NCT07523815,Artificial Intelligence Assisted Workflow Versus Conventional Workflow in Guided Implant Placement,RECRUITING,2026-05-01,2026-04-13,2026-12-01,INTERVENTIONAL,PHASE4,20,Sandra Moussa Botros El Tarzi,OTHER,Partially Edentulous Mandible,1,Egypt
NCT06968325,AI-Designed Clear Aligners: A Randomized Clinical Trial,ACTIVE_NOT_RECRUITING,2025-02-25,2025-05-13,2026-12-01,INTERVENTIONAL,NA,40,University of Baghdad,OTHER,Root Resorption | Pain Perception | Treatment Duration,1,Iraq
NCT02810093,Big Data and Text-mining Technologies Applied for Breast Cancer Medical Data Analysis,UNKNOWN,2016-05,2016-06-22,2016-12,OBSERVATIONAL,,10000,"University Hospital, Strasbourg, France",OTHER,Breast Cancer,1,France
NCT05202626,Detection and Biopsy Guidance of Nasopharyngeal Carcinoma Based on Artificial Intelligence and Endoscopic Images,UNKNOWN,2021-12-01,2022-01-21,2025-06-28,OBSERVATIONAL,,100,Chinese Academy of Sciences,OTHER_GOV,Nasopharyngeal Carcinoma | Image-Guided Biopsy,5,China
NCT07558785,Telemedicine Self-examination of Speech and Memory for Rapid Detection of Cognitive Impairments Using Machine Learning Methods,ENROLLING_BY_INVITATION,2023-09-01,2026-04-30,2026-08-31,INTERVENTIONAL,NA,500,Faculty Hospital Kralovske Vinohrady,OTHER_GOV,Mild Cognitive Impairment (MCI) | Dementia | Mild Cognitive Impairment (MCI) Amnestic | Frontotemporal Degeneration (FTD) | Alzheimer Disease (AD),3,Czechia
NCT07458425,The SENTINL-1 Study: Evaluating Patient-Reported Outcomes of AI-Inferred Lung Cancer Risk,RECRUITING,2026-03-11,2026-03-09,2029-01,INTERVENTIONAL,NA,400,University of Illinois at Chicago,OTHER,Lung Cancer,1,United States
NCT05473117,"iNav-based, Automated Coronary Magnetic Resonance Angiography for the Detection of Coronary Artery Stenosis",NOT_YET_RECRUITING,2024-06,2022-07-25,2026-12,OBSERVATIONAL,,160,Aarhus University Hospital,OTHER,Coronary Artery Stenosis,1,Denmark
NCT07738393,"In-Person, Online, and Hybrid Healthy-Aging Education for Pre-Frailty and Frailty in Older Adults",NOT_YET_RECRUITING,2026-09-15,2026-07-31,2028-06-15,INTERVENTIONAL,NA,276,University of Cadiz,OTHER,Frailty | Pre-Frailty,1,Spain
NCT05422547,Role of Immunoscore® in Stage II-III Colorectal Cancer,UNKNOWN,2022-04-01,2022-06-16,2023-12-30,OBSERVATIONAL,,100,D'Or Institute for Research and Education,OTHER,Colon Adenocarcinoma,2,Brazil
NCT07786038,E-Health Lifestyle Intervention for Arthritis: A Pilot RCT on Feasibility,NOT_YET_RECRUITING,2026-09-01,2026-08-25,2029-05-31,INTERVENTIONAL,NA,50,The University of Hong Kong,OTHER,Knee Osteoarthristis | Obesity & Overweight,2,Hong Kong
NCT07021235,Proof of Concept of the Aiinane Preoperative Risk Assessment Tool.,COMPLETED,2025-03-03,2025-06-13,2025-07-25,OBSERVATIONAL,,30,Ancor Serrano,OTHER,Breast Neoplasms | Surgery Scheduled | Surgery Related Complications Rate | Preanesthetic Medication | Preoperative Patients | Preoperative Planning | Risk Assesment,1,Spain
NCT07127887,Language Translation of Knowledge Mobilization Resources,COMPLETED,2025-07-28,2025-08-17,2025-11-22,INTERVENTIONAL,NA,322,University of Alberta,OTHER,Communication Research,1,Canada
NCT07803406,Multimodal Imaging of Basal Cell Carcinoma: A Usability Study,RECRUITING,2026-09-14,2026-09-03,2027-11-05,OBSERVATIONAL,,50,Bispebjerg Hospital,OTHER,Basal Cell Carcinoma of Skin,1,Denmark
NCT05018715,Research on the Diagnostic Value of Machine Learning Model Based on Clinical Data in Patients With Coronary Heart Disease,UNKNOWN,2021-08-22,2021-08-24,2023-12-31,OBSERVATIONAL,,600,Xiang Ma,OTHER,Coronary Heart Disease | Acute Myocardial Infarction | Angina,1,China
NCT07387887,A Vision-Based Characterization of Human Movement Scaling in Large-Amplitude Tasks,NOT_YET_RECRUITING,2026-01-30,2026-02-04,2026-05-30,INTERVENTIONAL,NA,26,Biruni University,OTHER,Digital Technology | Healthy,0,
NCT06473558,Identification of Depressive and Anxiety Symptoms Among a Sample of Emergency Department Patients Using Artificial Intelligence (AI) Technology,NOT_YET_RECRUITING,2027-02-01,2024-06-25,2028-02-28,INTERVENTIONAL,NA,30,University Hospitals Cleveland Medical Center,OTHER,Artificial Intelligence (AI),1,United States
NCT04948632,Optimization of Outpatient Surgery at the CHUM Using the LeoMed Telecare Platform,COMPLETED,2022-01-21,2021-07-02,2024-02-28,INTERVENTIONAL,NA,1000,Centre hospitalier de l'Université de Montréal (CHUM),OTHER,Surgery--Complications | Patient Satisfaction | Quality of Life,1,Canada
NCT06844916,Evaluation of AI Models in Determining the Optimal PEEP,RECRUITING,2025-03-01,2025-02-25,2026-02-02,OBSERVATIONAL,,145,Kanuni Sultan Suleyman Training and Research Hospital,OTHER,"PEEP, Occult",1,Turkey (Türkiye)
NCT06464549,Spontaneous Eye Blinking Evaluation for Cognitive Assessment of Individuals With Severe Acquired Brain Injury,COMPLETED,2025-01-13,2024-06-18,2025-12-31,OBSERVATIONAL,,44,Alfonso Magliacano,OTHER,Disorders of Consciousness | Acquired Brain Injury,2,Italy
NCT05534178,Machine Learning Model to Predict HOLS and Mortality After Discharge in Hospitalized Oncologic Patients,UNKNOWN,2020-02-15,2022-09-09,2024-03-15,OBSERVATIONAL,,2500,Vall d'Hebron Institute of Oncology,OTHER,Solid Tumor | Nutrition Related Neoplasm/Cancer | Comorbidities and Coexisting Conditions | Mental Status Change | Artificial Intelligence | Oncology | Tumor | Quality of Life,3,Spain
NCT07369349,Artificial Int: Neurogenic Bowel Education in Spinal Cord Injury Patients,NOT_YET_RECRUITING,2026-02-20,2026-01-27,2026-11-01,INTERVENTIONAL,NA,34,Senem Duman,OTHER,Spinal Cord Injury | Neurogenic Bowel Dysfunction,0,
NCT04840056,Prediction of Gastric Cancer in Intestinal Metaplasia and Atrophic Gastritis,UNKNOWN,2021-04-15,2021-04-09,2025-12-31,OBSERVATIONAL,,1300,Chinese University of Hong Kong,OTHER,Gastric Cancer | Intestinal Metaplasia | Atrophic Gastritis,1,Hong Kong
NCT05533606,Risk Factors and Machine Learning Model for Beta-Lactam Drugs Related Acute Kidney Injury,COMPLETED,2022-07-01,2022-09-09,2023-06-30,OBSERVATIONAL,,19000,Qianfoshan Hospital,OTHER,Acute Kidney Injury | Beta-Lactam Antibiotic Toxicity (Diagnosis),1,China
NCT04407585,Testing the Accuracy of a Digital Test to Diagnose Covid-19,UNKNOWN,2020-06-01,2020-05-29,2023-05-10,OBSERVATIONAL,,1000000,King's College London,OTHER,Covid-19,1,United Kingdom
NCT05398887,Effectiveness of Ultra-low-dose Chest CT With AI Based Denoising Solution,UNKNOWN,2022-06-15,2022-06-01,2022-10-01,INTERVENTIONAL,NA,200,Intermed Hospital,OTHER,Lung Diseases,0,
NCT06507384,AI Risk Assessment Model for Complication Prevention in Plastic Surgery (Artificial Intelligence),COMPLETED,2021-01-01,2024-07-18,2024-05-31,OBSERVATIONAL,,3347,Bukret Plastic Surgery,OTHER,Risk Assessment | Risk Factors,1,Argentina
NCT06982885,Clinical Study on the Diagnosis of Colorectal Lesions by Real-time Artificial Intelligence Assisted Endocytoscopy Combined With Narrow Band Imaging,RECRUITING,2025-05-19,2025-05-21,2025-12-31,OBSERVATIONAL,,500,The First Hospital of Jilin University,OTHER,Endocytoscopy,1,China
NCT07664748,Artificial Voice Analysis and Telemonitoring for Heart Failure. A Feasibility Study,NOT_YET_RECRUITING,2026-06-30,2026-06-24,2028-05-15,INTERVENTIONAL,NA,60,Niguarda Hospital,OTHER,Heart Failure,1,Italy
NCT07727421,Artificial Intelligence for the Diagnosis of Gingivitis,ACTIVE_NOT_RECRUITING,2025-03-01,2026-07-27,2026-09-01,OBSERVATIONAL,,250,Al-Azhar University,OTHER,Gingivitis,1,Egypt
NCT06528821,AI-Powered ECG Detecting Culprit Vessel Blood Flow Abnormality in ACS,ACTIVE_NOT_RECRUITING,2024-12-10,2024-07-30,2026-05-16,OBSERVATIONAL,,800,Powerful Medical,OTHER,Acute Coronary Syndrome | STEMI | Coronary Occlusion | Coronary Syndrome | NSTEMI | NSTEMI - Non-ST Segment Elevation MI,9,Austria | Belgium | Italy
NCT04914052,Assessment of Postoperative Pain Through Facial Expressions Using Facial Recognition Software,UNKNOWN,2021-07-25,2021-06-04,2023-07-01,OBSERVATIONAL,,200,Rabin Medical Center,OTHER,"Pain, Postoperative",1,Israel
NCT07218263,AI Platform for Fatigue and Depression Detection,COMPLETED,2025-12-22,2025-10-20,2026-05-31,INTERVENTIONAL,NA,100,Brijesh Patel,OTHER,Depression Disorders | Fatigue Symptom | Cardiovascular,2,United States
NCT07302906,"Ambient AI Scribe (Voa Health) in Outpatient Clinics: Draft Notes, Documentation Burden, and Well-Being",RECRUITING,2025-01-05,2025-12-24,2026-09-28,INTERVENTIONAL,NA,300,Pedro Angelo Basei de Paula,OTHER,"Burnout, Professionals | Medical Records Systems, Computerized | Physician-Patient Relations | Ambulatory Care",1,Brazil
NCT07672704,AI-Based Tai Chi and Baduanjin for Improving Balance and Reducing Fall Risk in Adults With Chronic Diseases,NOT_YET_RECRUITING,2026-06-16,2026-06-29,2026-07-30,INTERVENTIONAL,NA,120,Alexandria University,OTHER,Chronic Diseases | Balance Disorders,1,Egypt
NCT06793787,Risk Evaluation by COronary Imaging and Artificial intelliGence Based fuNctIonal analyZing tEchniques - IV,RECRUITING,2024-07-01,2025-01-27,2027-12-31,OBSERVATIONAL,,200,Ruijin Hospital,OTHER,Coronary Artery Disease | Coronary Atheroscleroses | Acute Coronary Syndromes (ACS) | Chronic Coronary Syndrome,1,China
NCT05756933,Arterial Waveform Analysis for Predicting Post-induction Hypotension,UNKNOWN,2022-08-01,2023-03-07,2024-04-30,OBSERVATIONAL,,50,Taipei Medical University,OTHER,Hypotension on Induction,1,Taiwan
NCT06968533,ECG Low Ejection Fraction Detection and Guiding in AI Navigated Treatment Era,ENROLLING_BY_INVITATION,2024-06-01,2025-05-13,2027-06-01,INTERVENTIONAL,NA,13350,"National Defense Medical Center, Taiwan",OTHER,"Heart Failure | Ventricular Dysfunction, Left | Artificial Intelligence | Early Diagnosis | Asymptomatic Diseases | Cost-Benefit Analysis",1,Taiwan
NCT06734247,Arterial Stiffness for Improved Prediction of Coronary Artery Disease by Coronary CT Angiography,TERMINATED,2023-10-24,2024-12-16,2025-07-01,OBSERVATIONAL,,156,Danderyd Hospital,OTHER,Coronary Artery Disease | Chest Pain | Dyspnea | Arterial Stiffness,1,Sweden
NCT06325163,Accuracy of Artificial Intelligence Technology in Detecting Number of Root Canals in Human Mandibular First Molars Obturated and Indicated for Retreatment: Diagnostic Accuracy Experimental Study,COMPLETED,2023-01-25,2024-03-22,2023-10-10,INTERVENTIONAL,NA,35,Misr International University,OTHER,Missed Canals,1,Egypt
NCT05450614,"Smartphone App Based CBT Versus Online Group CBT: Randomized, Non-inferiority Clinical Trial",UNKNOWN,2022-08-01,2022-07-11,2023-12-31,INTERVENTIONAL,NA,200,Hospital de Clinicas de Porto Alegre,OTHER,"Depressive Disorder, Major",1,Brazil
NCT06496152,"Knowledge, Attitude, and Perceptions Towards Artificial Intelligence Among Dental Students",UNKNOWN,2024-08-01,2024-07-11,2024-09-02,OBSERVATIONAL,,371,Tanta University,OTHER,Artificial Intelligence,0,
NCT06920238,Use of a Generative AI (Gen-AI) Chatbot for Anxiety and Depression Among Persons With Cannabis Use,COMPLETED,2025-04-13,2025-04-09,2026-04-28,INTERVENTIONAL,PHASE1,15,Trustees of Dartmouth College,OTHER,"Cannabis Use Disorder | Anxiety | Depression, Anxiety | Depression - Major Depressive Disorder",1,United States
NCT07584330,AI-Driven Metabolic Cohort in Overweight/Obese Chinese Adults,NOT_YET_RECRUITING,2026-05-01,2026-05-13,2032-04-01,OBSERVATIONAL,,2800,Zhujiang Hospital,OTHER,"Overweight and Obesity | Diabetes Mellitus, Type 2 | Prediabetic State | Metabolic Syndrome",0,
NCT06173752,Mechanisms of Exposure Therapy for OCD,RECRUITING,2024-10-16,2023-12-18,2029-04,INTERVENTIONAL,NA,400,Mclean Hospital,OTHER,Obsessive-Compulsive Disorder,2,United States
NCT07808593,Artificial Intelligence - Based Opportunistic Coronary Artery Calcium Scoring on Routine Chest-CT Scan,NOT_YET_RECRUITING,2026-11-01,2026-09-09,2027-12-01,OBSERVATIONAL,,1950,University of Cologne,OTHER,Coronary Artery Calcification | Cardiovascular Risk | Coronary Artery Disease | End-Stage Renal Disease Requiring Haemodialysis | Emergency Care,0,
NCT07434011,Efficacy of Artificial Intelligence-Assisted Therapeutic Exercise in Patients With Knee Osteoarthritis,RECRUITING,2026-05-13,2026-02-25,2027-03-15,INTERVENTIONAL,NA,84,Universidad Complutense de Madrid,OTHER,Knee Osteoarthritis,1,Spain
NCT07298252,Diagnostic Accuracy of Carebot AI MMG in Mammography Screening: Multicenter MRMC Study,COMPLETED,2025-01-01,2025-12-23,2025-11-03,OBSERVATIONAL,,222,Carebot s.r.o.,INDUSTRY,Breast Neoplasms | Breast Cancer Detection | Breast Cancer - Female | Breast Cancer Screening,4,Czechia | Slovakia
NCT07262632,Developing a Multimodal Cancer Pain Database to Support AI-Based Automatic Pain Assessment,RECRUITING,2025-12-01,2025-12-03,2027-12-31,OBSERVATIONAL,,200,Dr. Mark Mulder,OTHER,Cancer-related Pain | Pain Assessment | Artificial Intelligence (AI) | Oncology | Oncology Pain | Database | Facial Expression | Voice | Cancer,1,Netherlands
NCT07733752,Pre-Visit AI Symptom-Checking and Shared Decision-Making in Spine Physical Therapy,RECRUITING,2026-06-10,2026-07-29,2027-02-10,OBSERVATIONAL,,200,Assiut University,OTHER,Low Back Pain | Neck Pain | Radiculopathy,1,Egypt
NCT05768698,Assessment of Left Ventricular Filling Pressure by Applying Artificial Intelligence Algorithms to Left Atrial Speckle-tracking Echocardiography,UNKNOWN,2021-07-20,2023-03-14,2024-06-11,OBSERVATIONAL,,20,Istituto Auxologico Italiano,OTHER,"Heart Failure, Diastolic | Echocardiography",1,United States
NCT06850233,The Validation of a CAD Screening Algorithm Based on Facial Photos in Community Population,COMPLETED,2025-03-04,2025-02-27,2025-06-24,OBSERVATIONAL,,100,China National Center for Cardiovascular Diseases,OTHER_GOV,Coronary Artery Disease,1,China
NCT05183152,Non-invasive BCI-controlled Assistive Devices,RECRUITING,2021-06-16,2022-01-10,2028-12-30,INTERVENTIONAL,NA,100,University of Texas at Austin,OTHER,Motor Disorders | Healthy | Spinal Cord Injuries | Muscular Diseases | Motor Neuron Disease | Stroke | Traumatic Brain Injury | Movement Disorders | Multiple Sclerosis,1,United States
NCT06715384,Evaluation of a CAM System for Colorectal Polyp Size Measurement,RECRUITING,2024-12-15,2024-12-04,2025-04-30,INTERVENTIONAL,NA,168,Changhai Hospital,OTHER,Colorectal Polyp | Colorectal Adenoma,1,China
NCT06749132,Deep Learning-enhanced Personalized Monitoring of Aortic Stenosis - The DETECT-AS Prognostic Study,ENROLLING_BY_INVITATION,2026-05-06,2024-12-27,2028-08-31,OBSERVATIONAL,,210,Yale University,OTHER,Aortic Stenosis,3,United States
NCT05243121,Artificial Intelligence Analysis for Magnetic Resonance Imaging in Screening and Diagnosis of Breast Cancer,UNKNOWN,2022-02-28,2022-02-16,2025-09-30,OBSERVATIONAL,,5000,Peking University People's Hospital,OTHER,Breast Neoplasms | Magnetic Resonance Imaging,1,China
NCT05396404,Empirical Mode Decomposition and Decision Tree in Sarcopenia,UNKNOWN,2022-03-01,2022-05-31,2024-07-01,OBSERVATIONAL,,200,Changhua Christian Hospital,OTHER,"Sarcopenia | Fall | Gait, Unsteady | Balance; Distorted",1,Taiwan
NCT06524648,International Pilot Study for Dual Non-invasive Assesment of Embryo Development,RECRUITING,2024-10-29,2024-07-29,2027-01,OBSERVATIONAL,,200,Igenomix,INDUSTRY,Infertility,8,Austria | Spain | United Arab Emirates
NCT04828655,Analysis of Bioparametric Measures for Correlating Daily Habits and Reducing Blood Pressure,COMPLETED,2020-09-01,2021-04-02,2021-05-31,INTERVENTIONAL,NA,36,University of Alicante,OTHER,"Hypertension | Diet, Mediterranean | Cardiovascular Diseases | Exercise | Machine Learning | Overweight and Obesity | Body Composition | Triglyceride-Storage; Disease",1,Spain
